QUD	RT	item_id	cumulative_score	difficulty	answer_response	new_options	options	paragraph	question	source	startDate	startTime	trial_number	trial_type	submission_ind
Question 11/36	29741	os17_4_2_Adv	8	Adv	0	1|0|2|3	They are able to empathize with each other's issues|People who are not wealthy are less willing to meet in private|Other wealthy people tend not to talk about money|They tend to encounter more wealthy people in their day-to-day lives	"""It's really isolating to have a lot of money. People's reactions to you can be scary,"" said Barbara Nusbaum, an expert in money psychology. ""We are all taught not to talk about money. It's not polite to talk about money. Ironically, it's harder to talk about having money than it is to talk about not having money. It's much more socially acceptable to say 'I am broke. Things are hard.' You can't say 'I have a ton of money.' You have to keep a lot of your life private."" As a result, Cockrell points out, the rich tend to hang out with other rich Americans, not out of snobbery but in order to be around those who understand them and their problems."	According to Cockrell, why do the wealthy tend to spend more time with other wealthy people?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	11	reading_comprehension	10
Question 12/36	47885	r149_3_Middle	9	Middle	0	2|1|3|0	John and his sister|Only John|Only Tom and Ann|Only Tom	Dear John, Thank you very much for your letter. I am glad that you enjoyed your holiday with me. We enjoyed having you and your sister here. We hope that you will both be able to come again next year. Perhaps you'll be able to stay longer next time you come. A week is not really long enough, is it? If your school has a five-week holiday next year, perhaps  you'll be able to stay with us for two or three weeks.\nWe have been back at school three weeks now. It feels like three months! I expect  that you are both working very hard now that you are in Grade One. I shall have to work hard next year when I am in Grade One. Tom and Ann won't be in Grade One until 2011.\nThey went for a picnic yesterday but I didn't go with them because I cut my foot and I couldn't walk very well. They went to an island and enjoyed themselves. Do you still remember the island? That's where all five of us spent the last day of our holiday.\nTom, Ann and I send our best wishes to Betty and you. We hope to see you soon.\nYours sincerely,\nMichael	_  stayed with Michael for a holiday.	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	12	reading_comprehension	10
Question 13/36	32065	os8_2_1_Adv	10	Adv	0	2|0|3|1	They varied depending on the time of the year during which the child was born|They changed significantly between 2007 and 2010 for all children|They were different between boys and girls and between different state schools|They were similar for children coming from similar family backgrounds	"The research involved 8,550 boys and girls aged between ten and 16 from 26 state schools in Essex. All were tested between 2007 and 2010 on three different measures of fitness: stamina, handgrip strength and lower-body power. The results revealed that a child's month of birth could make ""significant"" differences to their levels of cardiovascular fitness, muscle strength and ability to accelerate, all of which predict how good someone is at sports, in which such attributes are vital. Performances at school sports days in the weeks ahead may bear out the findings. November-born children were the fittest overall as they had the most stamina and power and were the second strongest. Those born in October were almost as fit, scoring highest for strength and coming third for power, with December children close behind."	What did the study find about stamina, handgrip strength and lower-body power of children?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	13	reading_comprehension	10
Question 14/36	28191	os6_3_1_Ele	11	Ele	0	2|3|0|1	They were from the time before the introduction of farming in Europe|They belonged to men who arrived in Europe from the Middle East|They belonged to men in their early 30s|They were from a time around the Middle Ages	The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006. The skeletons, which belonged to two men in their early 30s, had been very well preserved in the cool cave. Carbon dating showed the skeletons are around 7,000 years old, from the time before farming arrived in Europe from the Middle East. Other things were found in the cave, including reindeer teeth that were hung from the people's clothing.	What does carbon dating tell us about the skeletons?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	14	reading_comprehension	10
Question 15/36	37268	r1678_1_Middle	12	Middle	0	1|0|2|3	a fish bit holes in their boat|their boat met bad weather|their boat hit a big rock and it was broken|nobody knew how to sail	It is not easy for people to sail   around the world in quite small boats. Sometimes the weather gets bad. Accidents can happen easily and quickly.\nOne family once had an accident. A big fish swam under their boat and bit holes in it. Sea water came in and the boat soon went down. Luckily these people had another small boat----a lifeboat, so they all got into the lifeboat. They lived in the boat for many days. They ate and slept, and always hoped. At last people in a ship saved them.\nHow do people live in a very small lifeboat for a long time? They must be strong in every way, they must have a hope, and they must have a strong desire to live. People cannot drink seawater. If they drink a lot of sea water, they will quickly die. They must catch rainwater and drink it. They must also catch fish and birds for food. Lifeboats do not often carry cookers. So people can not cook their food in the lifeboats. Raw   fish and birds are not very nice but they are their only food. They must eat raw food, or they will die.	One family once had an accident at sea, because   _  .	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	15	reading_comprehension	10
Question 16/36	20661	os9_3_2_Ele	13	Ele	0	1|0|3|2	They report on light to the part of the brain in charge of sleep rhythms|They receive reports from the brain on how to process light|They indirectly stabilize people's heartbeats|They filter out artificial light from reaching the brain	"He says the solution is not to tell teenagers to go to bed earlier. ""The body's natural rhythm is controlled by a particular kind of light,"" says Kelley. ""The eye has cells that report to a part of the brain that controls our sleep rhythms over a 24-hour cycle. It's like saying: 'Why can't you control your heartbeat?'"""	What is one role of eye cells in humans?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	16	reading_comprehension	10
Question 17/36	28303	os2_6_3_Adv	14	Adv	0	1|3|0|2	To show that oxytocin can be an effective treatment for autism|To show that oxytocin can become popular|To show that oxytocin might change brain activity|To show that oxytocin is safe and easy to use	"Uta Frith, who studies autism at University College London, said: ""According to this study, oxytocin may have the effect of making faces more interesting as assessed by greater activity in brain structures concerned with reward evaluation. Disappointingly, this effect is seen only in brain activity and not in behavior. Demonstrating an effect on behavior will be critical if nasal spray treatment is to be of any value."""	Why does Firth advocate for demonstrating behavioral effects of oxytocin?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	17	reading_comprehension	10
Question 18/36	74253	r5490_3_Middle	15	Middle	0	2|1|0|3	will be asked to have a chat with him or her|will be offered coffee only|are asked what you would like to drink|are invited to take part in an afternoon tea party	"One thing that British and Chinese cultures share is a love for fine tea. Today, when we think of western tea culture, we often think of the English and beautiful china cups.\nAfternoon tea\nPeople believe that an English lady, Anna, first introduced the idea of afternoon tea. In the 18thand 19thcenturies, the English are only two main meals each day ----breakfast and a heavy dinner that would last several hours in the evening. As a result, people often got very hungry during the long wait between these two meals. To solve this problem, Anna came up with the clever idea of inviting some friends to join her for an afternoon meal between four and five o`clock. This meal included cakes and sandwiches, and tea was served to wash down the food. In order to make this afternoon meal important,  fine china cups and plates, and silver teapots, forks and spoons were used. Soon, afternoon tea parties became popular social occasions. Today, afternoon tea parties continue to play an important part in the social life in the modern Britain.\nWill you come for coffee?\nCoffee also has an important role in British culture. People often use the words ""Will you come for coffee?"" to mean ""Would you like to come to my home for a chat?""Normally, several different drinks such as tea, hot chocolate or a soft drink like orange juice will be served as well as coffee, and you will be asked what you would like. However, you will not normally be offered wine at a ""coffee"" party.\nCoffeehouses and the London Stock Exchange \nIn the 17thcentury London, coffeehouses were busy and noisy places. Businessmen and bankers went to coffeehouses to do their business, as well as to drink coffee. In fact, the London Stock Exchange is believed to have started from these coffeehouses.\n,,."	"If someone says to you ""Will you come for coffee?"", you   _  ."	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	18	reading_comprehension	10
Question 19/36	36767	os5_3_2_Adv	16	Adv	2	3|0|1|2	Think of out-of-the-box ways to get money from their work|Use a creative new system that Casserly invented to earn money|Build upon each other's work|Offer more of their creative output for a lower price	"Pullman is writing in the next issue of the campaign group's magazine in a dialogue with Cathy Casserly, chief executive of Creative Commons, which offers open content licenses ""that lets creators take copyright into their own hands"". Casserly argues that there is much wrong with copyright, which was created ""in an analog age"". Casserly writes: ""By default, copyright closes the door on countless ways that people can share, build upon and remix each other's work, possibilities that were unimaginable when those laws were established."" She says artists need to think creatively about how they distribute and monetize their work, quoting the science fiction writer Cory Doctorow, who said: ""My problem is not piracy, it's obscurity."""	What does Casserly recommend that artists do?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	19	reading_comprehension	10
Question 20/36	41756	r5853_2_Middle	16	Middle	0	2|0|1|3	if you want to do something valuable , do it at once|one shouldn't hope for better times|everyone can have a bright future|we have to enjoy ourselves today, not tomorrow	"Benjamin Franklin was born in 1706 and died in 1790.The philosopher and writer was one of the most important men in the early days of the United States. He believed strongly in the importance of hard work, and he himself worked hard all his life, from the time he left school at the age of ten.\n""Poor Richard,"" a character Franklin created, summarized Franklin's ideas in short sayings . Many of Poor Richard's sayings are still remembered today. One of the most famous is ""Early to bed, and early to rise, makes a man healthy, wealthy and wise,"" from the essay ""The Way of Wealth.""\nIn the same essay , Franklin talks about the danger of laziness and the value of ambitiousness .He asks what is accomplished by ""wishing and hoping for better times"". He says that we can make these times better if we try hard enough. People who spend all their time just hoping will die without food. They shouldn't expect everything to be easy, or as Poor Richard says, ""there are no gains without pains."" Franklin also says that we should work today, not wait until tomorrow. ""One today is worth two tomorrows,"" says Poor Richard."" Never leave that till tomorrow, which you can do today."""	"""one today is worth two tomorrows"" means that   _  ."	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	20	reading_comprehension	10
Question 21/36	58430	r1724_2_Middle	17	Middle	0	3|1|2|0	Because Happiness didn't hear Love calling her.|Because Happiness didn't like Love.|Because her boat was so small that she couldn't take Love with her.|Because she needed to be by herself.	"Once there was an island where all the feelings lived: Happiness, Sadness, Knowledge, and all of the others, including Love. One day it was said that the island would go down, so all made boats and left except Love.\nLove was the only one who stayed. Love wanted to offer her help until the last possible moment. When the island had almost gone down, Love decided to ask for help.\nRichness was passing by Love in a great boat. Love said, ""Richness, can you take me with you?"" Richness answered, ""No, I can't. There is a lot of gold and silver in my boat. There is no place here for you.""\nSadness was close by, so Love asked, ""Sadness, let me go with you ."" ""Oh, Love, I am so sad that I need to be by myself!""\nHappiness passed by Love, too, but she was so happy that she did not even notice when Love called her.\nSuddenly, there was a voice, ""Come, Love, I will take you."" It was an elder. Love was so excited that she even forgot to ask who the elder was. So Love asked Knowledge, another elder, ""Who helped me?"" ""It was Time,"" Knowledge answered. ""Time?"" asked Love. ""But why did Time help me?""\nKnowledge smiled with deep wisdom and answered, ""Because only Time understands how _ Love is."""	Why didn't Happiness help Love?	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	21	reading_comprehension	10
Question 22/36	35767	os19_5_1_Ele	18	Ele	0	1|3|0|2	If over a third of the members of the convention reject Bolivia's demands|If more than 184 countries sign the convention|If Bolivia's cultural and indigenous rights are deemed unlawful|If Bolivia fails to stop all cocaine trade within its borders	"The British parliament has recommended that the UK government should support Bolivia's request. It says that it is important that countries stay in the convention. Bolivia's return could be blocked only if a third or more of the 184 countries that have signed the convention opposed the exemption. Some people believe that the US and UK are telling other countries that they should block Bolivia's request. Nancie Prud'homme, of the International Center on Human Rights and Drug Policy, said people are wrong to oppose Bolivia's request. ""These objections are not completely legal,"" she said. She added that, all over the world, it has become the norm to support cultural and indigenous rights, so we should support Bolivia's efforts."	How could Bolivia's return to the convention be blocked?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	22	reading_comprehension	10
Question 23/36	47495	r246_2_High	19	High	0	2|1|3|0	the sixth sense|the human dream|the human mind|a crowded bus	"Have you ever suddenly felt that someone you knew was in trouble--and was he? Have you ever dreamed something that came true later? Maybe you have ESP  .\nESP stands for Extra Sensory Perception. It may be called a sixth sense. It seems to let people know about events before they happen, or events that are happening some distance away.\nHere's an example. A woman was ironing clothes. Suddenly she screamed, ""My father is dead! I saw him sitting in the chair!"" Just then, a telegram came. The woman's father died of a heart attack. He died sitting in a chair.\nThere are thousands of stories like this one on record. Scientists are studying them to find out what's behind these strange mental messages. Here's another example--one of hundreds of dreams that have come true:\nA man dreamed he was walking along a road when a horse and carriage came by. The driver said, ""There's room for one more."" The man felt the driver seemed dead, so he ran away. The next day, when the man was getting on a crowded bus, the bus driver said, ""There's room for one more.""\nThen the man saw that the driver's face was the same face he had seen in the dream. He wouldn't get on the bus. As the bus drove off, it crashed and burst into flames. Everyone was killed!\nSome people say stories like these are _ . Others, including some scientists, say that ESP is real. From studies of ESP, we may someday learn more about the human mind."	This article is mainly about  _  .	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	23	reading_comprehension	10
Question 24/36	32458	r6535_2_Middle	20	Middle	0	1|3|2|0	tried to leave early|was always later|was always sick|was very happy	"Tommy hated school and was always looking for excuses  not to go.If he sneezed, he asked his mother to write a note saying he had a cold.If he had a headache, he asked his mother to take him to the doctor during school hours.\nHe spent more time at home than he did at school.On the days that he did go to school, he looked for excuses to come home early.One morning he came home when the lessons were only half finished.His father was surprised.\n""You've come home early,"" he said. ""Is the school closed today?""\n""No, Dad, "" Tommy said - ""It's open. I came home early.\n""How did you do that?"" his father asked him. ""What did you say to the teacher?""\n""I told her that I had a new baby brother and that I had to come home and help you . ""\n""But your mother has had twins,"" his father said, ""a boy and a girl. You've got a baby brother and a baby sister.""\n""Yes, I know, Dad, "" Tommy said. ""I'm saving up my baby sister for next week """	When he did go to school,he   _  .	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	24	reading_comprehension	10
Question 25/36	26614	os2_4_2_Ele	21	Ele	0	3|0|1|2	More research still needs to be done|People might buy the wrong product|He is afraid it will be used for conditions other than autism for which we don't yet have a treatment|Oxytocin requires a doctor's prescription	"""Our study suggests that oxytocin might treat basic social motivation. This is something for which we don't have a treatment in autism,"" said Pelphrey. He said that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and said people should not buy oxytocin online. ""We don't want them to try oxytocin at home. It is impossible to say what they are buying. This is not a treatment yet. It needs more research,"" said Pelphrey. ""This is an important new study,"" said Simon Baron-Cohen, director of the Autism Research Center at Cambridge University."	What is one reason Pelphrey warns against buying oxytocin online?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	25	reading_comprehension	10
Question 26/36	72790	r12013_3_High	22	High	0	0|3|2|1	are totally beyond Surdu's expectations|are completely within Surdu's expectations|come as no surprise to Surdu and her co-authors|come as a great excitement to Surdu	"Alaska's Arctic lakes now freeze later and melt earlier in the year than in 1950,leaving them easy to suffer water loss from evaporation and possibly adding to local warming,a new study finds.The winter ice season near Barrow,Alaska,is shorter than in 1950,researchers reported Jan.30 in the journal The Cryosphere.\nLake ice is also thinner each winter.The scientists surveyed 402 lakes on the North Slope,where permafrost (permanently frozen ground)and shallow lakes dominate the areA. In 2011,the lake ice was 38 percent thinner than in 1950,and 22 percent fewer lakes froze through to their bottoms.\n""When we saw the actual numbers we were shocked at how dramatic the change has been,""lead study author Cristina Surdu,of the University of Waterloo in Canada,said in a statement.Surdu and her co-authors analyzed the changes in lake--ice thickness and ice cover with satellite images and climate model simulations(satellite images are only available from 1991).\nThe climate models suggest the Arctic lakes froze almost six days later and broke up about 18 days earlier in the winter of 2011 compared with the winter of 1950.""The changes in ice and the shortened winter affect Northern communities that depend on ice roads to transport goods,""Surdu saiD. For example,every winter,oil companies build roads over frozen lakes to carry supplies to Prudhoe Bay.\n""The dramatic changes in lake ice may also contribute to further warming of the entire region,because open water on lakes contributes to warmer air temperatures,""Surdu saiD. The Arctic is warming twice as fast as the rest of the planet,for reasons that may include its layered atmosphere,which traps heat,and the loss of sea ice and snow cover,which help reflect the sun's energy when present."	According to the text,the great changes of Alaska's Arctic lakes   _  .	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	26	reading_comprehension	10
Question 27/36	9262	os18_3_1_Ele	23	Ele	0	1|0|2|3	Butare|Kigali|Nyanza|Nairobi	"Butare has 89,600 residents and is 135km south of the capital, Kigali. It is the home of the National University of Rwanda. Inzozi Nziza has become a meeting place for students who want to treat themselves to something cool and different. ""The shop is uniting people here,"" Kalisa Migendo, a 24-year-old student, says. ""If you need to go out and talk to a friend, a girl or a boy, you come to Inzozi Nziza for an ice cream."" Most of the ingredients are from local sources and the milk comes from nearby Nyanza. The vanilla beans and cocoa are imported."	Where is the National University of Rwanda located?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	27	reading_comprehension	10
Question 28/36	27680	os11_1_1_Ele	24	Ele	0	2|0|3|1	The rise in popularity of online shopping|The increase in in-store shopping|The activity of companies like Marketforce|The success of reality TV shows about mystery shoppers	"There are about 50,000 mystery shopping trips every month in the UK, according to the Mystery Shopping Providers Association. Mystery shoppers pretend to be a customer in a store but they are really collecting information on how good or bad its service is. The demand for mystery shoppers is growing because online shopping is becoming more popular. ""Retailers are becoming increasingly aware that shoppers who visit a physical store want a service and an experience they can't get online,"" says Simon Boydell, spokesman for Marketforce, which has more than 300,000 mystery shoppers. ""Our clients want to know how well their stores are delivering on that experience."""	Which factor has been contributing to the increasing demand for mystery shoppers?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	28	reading_comprehension	10
Question 29/36	55687	r7864_2_High	25	High	2	3|0|2|1	Homesickness|Why Do You Feel Homesick|How to Be Less Homesick|When Will Kids Feel Homesick	When you sleep somewhere else--like at summer camp or a friend's house--you know you're in for a fun time. It can be exciting to get away from the same old bed in the same old room in the same old house. But fun as this is, for some kids being away from home can be scary and sad. They want to go and have fun with their friends, but once they're there, they start to miss their good old bed, their good old parents, and all that everyday stuff at home. It's called being homesick.\nHomesick means you're upset, sad, and maybe scared. But don't feel surprised. A lot of people get homesick, even grownups. When you're used to having certain people and things around you, it can be scary when they're gone. When you're dealing with other problems, you will feel homesick, too. Some kids may feel more homesick than usual if their parents are getting divorced or if someone they loved has recently died.\nHere are some ideas to help you feel less homesick.\nBring a little bit of home with you. If you're going away from home, bring your pillow or pictures of the people you'll be apart from and look at them any time you want.\nKeep busy. The more fun stuff you do, the less time you'll have to feel homesick. Try to join in activities wherever you are.\nStay in touch. You can make a plan for when you'll call your mom or dad. You can also email or text message to stay in touch with family and friends. When you do get in touch with someone, make sure to talk about the fun things you're doing!\nTalk to someone where you are. Maybe you can tell a friend that you feel homesick. He or she might have some ideas to help you feel better.	"The BEST title for this passage is ""  _  ""."	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	29	reading_comprehension	10
Question 30/36	48785	r23332_2_High	25	High	0	1|3|0|2	It's the fastest way home.|It's fun to cross the park.|He hopes to meet somebody there.|He'd like to take adventures.	"On the way home from school, Jack always passes a park. His mother said it was dangerous to pass by the park at night, but it is the fastest way home. Today, after finishing soccer practice, Jack was walking toward the park as usual.\nSuddenly, Jack heard someone calling him, ""Excuse me!"" Jack turned around, and there was an old woman. ""Yes, ma'am."" Jack answered politely. ""Don't pass by the park tonight."" Her voice was weak and dry. ""Okay, ma'am,"" said Jack carelessly. The old woman held Jack's hand strongly, and said, ""I mean it!"" Jack felt the hairs on his neck stand up. As soon as the lady let go of his hand, he started to run. This time, he ran so fast that he didn't have time to think where he was going.\nWhen he stopped, he realized he was in the middle of the park. He remembered what the old woman had said, but it was too late. He thought, ""It would be okay if I run really fast."" Suddenly, he heard someone scream . Jack was too frightened to wonder who it was. He breathed as deep as possible. The screaming continued. He heard some fast footsteps approaching, so he turned around. It was the old lady! She walked toward him, and shouted ""I told you not to come here!""\nFrightened to death, Jack screamed sharply and ran home like an arrow. He thought he heard not only the old lady, but also some other people shouting at him, and it made him more terrified. As soon as Jack saw his mother, Jack said, ""Mom! Do you know what just happened at the park?"" Jack's mother nodded, and said, ""Yes, I know. There is a movie shooting tonight in the park."""	Why does Jack prefer to pass the park?	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	30	reading_comprehension	10
Question 31/36	61187	r9932_1_High	26	High	1	0|2|3|1	objective|positive|negative|indifferent	"Without any previous notice, a documentary dominated headlines and social websites over the weekend. Under the Dome, a 103-minute documentary self-funded by former CCTV news anchor Chai Jing was released on video-sharing websites in China on Feb 28. It has rapidly pushed the public awareness about air pollution and encouraged people to join in efforts to make a difference.\nChai, 39, said she started the work out of her ""personal clashes"" with smog after she gave birth to a daughter. ""I sealed tight all the windows. I started every day by checking the air pollution index,"" Chai said. Millions of other people are also doing the same. While they stop there, Chai goes deeper. ""I don't want to live in this way. 1 need to find out where the smog comes from and what on earth is going on.""\nOver a year, she investigated polluted sites to find the sources of smog, visited the US and the UK to learn about their anti-pollution experiences, and interviewed officials, scientists and the general public. Chai's research reveals that the burning of coal and oil contributes to 60 percent of PM2.5 pollutants. She thus questions the country's energy consumption habits in the film.\nShe then goes on to disclose loopholes   in car emissions regulations. The film also explains that businesses are pressured not to abide by  the laws because violating  them carries little or no cost, while making changes bumps up costs. The film also points at China's petroleum and steel industries as the biggest sources of air pollution.\nCheng Chen, a 22-year-old student from Beijing Foreign Studies University, found the documentary ""very inspiring"". ""I used to think it's not my duty to deal with air pollution--I don't own a factory or a car,"" said Cheng. ""But Chai told me we share the same fate since we breathe the same air and there is a lot I can do.""\nHowever, some people are annoyed by the film's description of their polluted hometowns, especially when it shows a banner from Xingtai in Hebei saying ""Congratulations to our city for no longer being ranked the last place among the country's 74 cities in terms of air quality"".\n _ ""What's important is that Chai's work has raised public attention toward the structure of the energy industry,"" she said.   Meanwhile, experts remind moved viewers of the film's limitations."	what's the author's attitude towards the film?	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	31	reading_comprehension	10
Question 32/36	23905	os15_5_3_Ele	26	Ele	0	1|3|2|0	They cost a lot of money|They are comfortable|They were inspired by game consoles|They are very durable	The new body-suit method was correct 82.2% of the time. Researchers monitored how much the people moved their arms and legs, to decide if they were telling the truth or lying. All-body suits are expensive - they cost about PS30,000 - and they can be uncomfortable, so Anderson and his colleagues are now looking at cheaper alternatives. These include using motion-sensing technology from computer games, such as the Kinect camera devices developed by Microsoft for the Xbox console.	Which of the following is true about body suits?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	32	reading_comprehension	10
Question 33/36	37705	os12_5_3_Adv	27	Adv	0	2|3|0|1	Hunting was a widespread practice in Poland around that time|The way people thought about wolves in Poland changed around that time|Most Polish wolves had migrated to Russia, Lithuania and Belarus|There was a drought making it hard for them to survive	"The survival of Poland's wolves has been helped by the country's belated infrastructure development. In 1989, when the communists relinquished power, Poland had only one motorway. Major road projects - requiring wildlife impact studies - began after Poland joined the European Union in 2004. The country now has one of the highest densities in the world of overhead crossings and underpasses for wild animals. Attitudes have also changed. ""For many years, hunting was cultural. In 1975, there were fewer than 100 wolves in Poland. Beginning in the 1950s, hunting wolves had been encouraged by the authorities. They paid a reward for killing a wolf worth a month's salary. It was carnage."" Myslajek says the improvement in Polish wolves' survival chances has been considerable but remains fragile. Packs are mobile across borders and hunting still goes on in neighboring Russia, Lithuania and Belarus."	Why were there fewer than 100 wolves in Poland in 1975?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	33	reading_comprehension	10
Question 34/36	44940	r17270_2_High	28	High	0	1|2|3|0	was fast asleep|was smiling a lot|was listening carefully|was frightened to death	"The woman had died when the rescuers found her after the terrible earthquake. She was covered by a destroyed house. Through gaps   of those ruins,the rescuers could see her last posture  . It was something like an ancient person who was kowtowing  ,but it just looked strange because she was out of shape by pressure.\nThe rescuers confirmed her death by touching her through the gaps of the ruins. They shouted at the ruins again and again,knocked the bricks using various tools,but no reply inside.\nThen the rescuing team went to the next building. Suddenly the leader ran back,calling ""Come here."" He came to the body,put his hands under the woman,feeling and touching,then shouted loudly and gladly,""There is someone,a baby,still living.""\nThrough some efforts,rescuers cleaned up the ruins which blocked her. Under her body lay her baby,who was covered by a small red quilt . He was about 3 or 4 months' old. Since well protected by his mother's body,he was safe. He was in a deep sleep when the rescuer carried him out,and his lovely and peaceful face warmed everyone around him. The doctor,along with the rescuing team,took the baby out of the quilt to check if the baby was all right,and he found there was a mobile phone in the quilt. The doctor looked at the screen;a written message was already there:""My dear baby,if you could live,don't forget how much I love you."" As a doctor,he experienced much of this type of separation;but at this moment,he cried. The mobile phone was passed,and every person who saw this message shed  tears."	When the baby was rescued, he    .	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	34	reading_comprehension	10
Question 35/36	27789	r15975_3_High	29	High	0	0|1|2|3	Establish a noise complaints system.|Produce quieter air conditioners.|Provide better sound barriers around major roads.|Make stricter laws to require owners to take responsibility for barking dogs.	People want action on noise, a recent public meeting in Brisbane showed.Some want technical improvements such as quieter air conditioners or better sound barriers around major roads.Others want tougher laws to restrict noise from building sites or to require owners to take responsibility for barking dogs.But the highest priority was a noise complaints system that works.\nBrisbane City Council receives more complaints about noise than all other problems put together.So it conducted a survey and found that about half its residents are upset by noise in one form or another -traffic, mowers, pool pumps, air conditioners or loud parties.This inspired the Council to bring together more than 100 citizens one evening to talk through a range of options.\nThe meeting found the present regulatory system bizarre.Depending on the problem, responsibility for noise can lie with the Council, the Environment Protection Authority, one of three government departments or even the police.So complainants often feel they are getting the run-round.When the people at the forum were asked to vote for changes, the strongest response was for a 24-hour noise hotline to be the first part of call for all complaints.\nThe forum also favored regulatory measures, such as tougher minimum standards for noise in appliances like air conditioners.This even makes economic sense, as noise is a waste of energy and money.Other measures the meeting supported were wider buffer   zones around noisy activities and controls to keep heavy traffic away from residential areas.\nBut there are obvious conflicts.Many people like to have a bar within walking distance if they feel like a drink, but they don't want a noisy pub keeping them awake when they want an early night.Most people want to live near a major road providing good access to other parts of the city, but they don't' want the problem of road noise.\nI was most interested by the proposals aimed at behavioral change.There was strong support for measures to reduce traffic: better public transport, cycle ways and footpaths, even charges for road use.Many people optimistically thought industry awards for better equipment would stimulate the production of quieter appliances.It was even suggested that noise from building sites could be alleviated   if Brisbane adopted daylight saving, thus shifting the working day and providing longer, quieter evenings.	According to the recent public meeting in Brisbane, what was the first step to take in order to reduce noise pollution?	RACE	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	35	reading_comprehension	10
Question 36/36	23994	os13_3_3_Ele	30	Ele	0	2|1|3|0	They cannot be held responsible for crimes they commit|The have a particularly low reoffending rate as compared to other age groups|They have to be released from prison before they turn 21|They find prison conditions harsh	The reoffending rate in Sweden is between 30 and 40% - to compare that with another European country, the number is around half that of the UK. One thing that has kept reoffending down and the number of prisoners in Sweden below 70 per 100,000 people is that anyone under 15 cannot be responsible for their crime. Also, in Sweden, no young person under the age of 21 can be sentenced to life - this is not the same in many other countries - and they try to keep young offenders out of prison.	What is true of offenders under the age of 15 in Sweden?	Onestop	Thu Oct 31 2019 10:44:45 GMT-0400 (Eastern Daylight Time)	1572530000000.0	36	reading_comprehension	10
Question 1/36	21795	os2_5_2_Ele	0	Ele	0	3|2|1|0	it will be challenging to use it as a treatment|it has the potential of being an effective treatment|it might have bad side effects|it might be no more effective than placebo	"But, the scientists were surprised to find that oxytocin did not help the children in social recognition tasks. It is also not known yet if oxytocin only has benefits for people with autism or has any bad side effects. Finally, oxytocin effects only last about 45 minutes, so it might be difficult to use it as a treatment. ""This study has a lot of evidence from animal and human work to show that oxytocin helps, but we need more research,"" said Simon Baron-Cohen."	The duration of oxytocin effects indicates that ...	Onestop	Thu Oct 31 2019 13:25:06 GMT-0400 (Eastern Daylight Time)	1572540000000.0	1	reading_comprehension	11
